0 , 348.508849088 , 348.508849088
1 , 24350.7318661 , 24350.7318661
2 , 26345.3053957 , 26345.3053957
3 , 21187.9196002 , 26345.3053957
4 , 353.469947614 , 26345.3053957
5 , 30188.2788555 , 30188.2788555
6 , 24837.7110835 , 30188.2788555
7 , 26663.1633058 , 30188.2788555
8 , 22186.2854304 , 30188.2788555
9 , 24832.9010473 , 30188.2788555
10 , 30292.4827289 , 30292.4827289
11 , 31627.9033839 , 31627.9033839
12 , 24993.6861455 , 31627.9033839
13 , 24379.9029223 , 31627.9033839
14 , 25866.5120912 , 31627.9033839
15 , 24277.7943192 , 31627.9033839
16 , 19055.0584496 , 31627.9033839
17 , 21076.6925448 , 31627.9033839
18 , 39149.0476746 , 39149.0476746
19 , 765.747132921 , 39149.0476746
20 , 21779.2359465 , 39149.0476746
21 , 14861.6877051 , 39149.0476746
22 , 337.604990479 , 39149.0476746
23 , 28802.8326565 , 39149.0476746
24 , 21295.9698136 , 39149.0476746
25 , 29475.5398245 , 39149.0476746
26 , 29298.537676 , 39149.0476746
27 , 126.022843347 , 39149.0476746
28 , 24580.2444529 , 39149.0476746
29 , 119.553852444 , 39149.0476746
30 , 22187.6764008 , 39149.0476746
31 , 29691.3508364 , 39149.0476746
32 , 200.174593906 , 39149.0476746
33 , 41515.4123077 , 41515.4123077
34 , 24388.0129466 , 41515.4123077
35 , 22841.245464 , 41515.4123077
36 , 118.069379368 , 41515.4123077
37 , 29182.0448879 , 41515.4123077
38 , 12595.0362678 , 41515.4123077
39 , 482.13831101 , 41515.4123077
40 , 28716.9851789 , 41515.4123077
41 , 30783.5520562 , 41515.4123077
42 , 28931.4533352 , 41515.4123077
43 , 197.043921096 , 41515.4123077
44 , 23952.7290947 , 41515.4123077
45 , 30733.6936331 , 41515.4123077
46 , 20275.3504299 , 41515.4123077
47 , 24350.4124398 , 41515.4123077
48 , 24263.2267068 , 41515.4123077
49 , 22074.2469729 , 41515.4123077
50 , 14132.9518167 , 41515.4123077
51 , 29354.0126434 , 41515.4123077
52 , 25279.7748019 , 41515.4123077
53 , 24599.2696935 , 41515.4123077
54 , 12283.257898 , 41515.4123077
55 , 507.468546298 , 41515.4123077
56 , 30315.4157328 , 41515.4123077
57 , 26567.2497668 , 41515.4123077
58 , 14460.8519148 , 41515.4123077
59 , 22131.336749 , 41515.4123077
60 , 30475.1302308 , 41515.4123077
61 , 28907.1183451 , 41515.4123077
62 , 26157.464606 , 41515.4123077
63 , 24056.7807262 , 41515.4123077
64 , 14120.0414046 , 41515.4123077
65 , 519.103237145 , 41515.4123077
66 , 13031.2794882 , 41515.4123077
67 , 323.181971141 , 41515.4123077
68 , 127.059310021 , 41515.4123077
69 , 29310.2304646 , 41515.4123077
70 , 36774.5606083 , 41515.4123077
71 , 17096.9485598 , 41515.4123077
72 , 38877.5090936 , 41515.4123077
73 , 238.392211527 , 41515.4123077
74 , 38883.82348 , 41515.4123077
75 , 382.527250385 , 41515.4123077
76 , 19007.1803443 , 41515.4123077
77 , 21090.4772456 , 41515.4123077
78 , 24104.4975371 , 41515.4123077
79 , 29860.6436861 , 41515.4123077
80 , 217.792435835 , 41515.4123077
81 , 26294.4548381 , 41515.4123077
82 , 28476.0370378 , 41515.4123077
83 , 163.135751955 , 41515.4123077
84 , 21837.2418654 , 41515.4123077
85 , 144.406640016 , 41515.4123077
86 , 29632.8711868 , 41515.4123077
87 , 21475.4622816 , 41515.4123077
88 , 25723.5918054 , 41515.4123077
89 , 16899.1715461 , 41515.4123077
90 , 27280.4694457 , 41515.4123077
91 , 22868.3631737 , 41515.4123077
92 , 25149.3628164 , 41515.4123077
93 , 195.696246607 , 41515.4123077
94 , 24041.4793563 , 41515.4123077
95 , 21084.5008254 , 41515.4123077
96 , 22413.7532361 , 41515.4123077
97 , 215.967765063 , 41515.4123077
98 , 27336.2606256 , 41515.4123077
99 , 30439.5047933 , 41515.4123077
100 , 14271.6677818 , 41515.4123077
